City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Rain inches(last 3hrs),Snow inches(last 3hrs),Current Description
263,Purranque,CL,1/5/2020 11:20,-40.91,-73.16,51.8,87,90,4.7,0,0,overcast clouds
264,Peniche,PT,1/5/2020 11:20,39.36,-9.38,55.99,76,0,9.17,0,0,clear sky
265,Ust-Ishim,RU,1/5/2020 11:20,57.69,71.17,13.68,95,100,7.67,0,0,overcast clouds
266,Fortuna,US,1/5/2020 11:20,40.6,-124.16,46.4,100,90,5.82,0,0,overcast clouds
267,Sorong,ID,1/5/2020 11:20,-0.86,131.25,75.72,97,65,2.55,0,0.31,light rain
268,Altay,CN,1/5/2020 11:20,47.83,88.13,12.07,56,0,5.32,0,0,clear sky
269,Flinders,AU,1/5/2020 11:20,-34.58,150.85,70,100,53,6.93,0,0.19,light rain
270,Hermiston,US,1/5/2020 11:20,45.84,-119.29,44.01,59,90,4.7,0,0,overcast clouds
271,Gushikawa,JP,1/5/2020 11:20,26.35,127.87,66.2,77,1,5.82,0,0,clear sky
272,Trinidad,BO,1/5/2020 11:20,-14.83,-64.9,77,94,75,6.93,0,0,broken clouds
273,Feijo,EC,1/5/2020 11:20,-3.63,-79.92,77,88,90,5.82,0,0,overcast clouds
274,Raichur,IN,1/5/2020 11:20,16.2,77.36,83.16,49,50,6.73,0,0,scattered clouds
275,Rumphi,MW,1/5/2020 11:20,-11.02,33.86,80.01,60,92,3.29,0,1.38,light rain
276,Port-Cartier,CA,1/5/2020 11:20,50.03,-66.88,17.01,72,75,10.29,0,0,broken clouds
277,Harpanahalli,IN,1/5/2020 11:20,14.8,75.98,84.24,39,63,10.07,0,0,broken clouds
278,Nantucket,US,1/5/2020 11:19,41.28,-70.1,37.4,86,90,28.86,0,0,light rain
279,Coahuayana,MX,1/5/2020 11:20,18.62,-100.35,64.08,56,20,1.36,0,0,few clouds
280,Pouebo,NC,1/5/2020 11:20,-20.4,164.57,71.67,83,11,4.34,0,0,few clouds
281,Sao Felix Do Xingu,BR,1/5/2020 11:20,-6.64,-51.99,74.91,94,84,2.55,0,0.19,light rain
282,Sept-Iles,CA,1/5/2020 11:20,50.2,-66.38,17.01,72,75,10.29,0,0,broken clouds
283,Zhanaozen,KZ,1/5/2020 11:20,43.35,52.85,31.71,49,100,9.26,0,0,overcast clouds
284,Dolores,UY,1/5/2020 11:20,-33.53,-58.22,75,73,0,4,0,0,clear sky
285,Kabompo,ZM,1/5/2020 11:20,-13.6,24.21,81.61,58,100,5.46,0,0,overcast clouds
286,Kudahuvadhoo,MV,1/5/2020 11:20,2.67,72.89,83.41,75,0,13.8,0,0,clear sky
287,Lubao,CD,1/5/2020 11:20,-5.39,25.75,79.81,78,100,4.03,0,3.31,moderate rain
288,Abakaliki,NG,1/5/2020 11:20,6.32,8.11,78.8,31,17,11.41,0,0,dust
289,Sumbe,AO,1/5/2020 11:20,-11.2,13.84,84.2,51,75,5.82,0,0,broken clouds
290,Batagay-Alyta,RU,1/5/2020 11:20,67.8,130.41,-19.89,76,82,3.58,0,0,broken clouds
291,Beringovskiy,RU,1/5/2020 11:20,63.05,179.32,-7.13,75,2,19.08,0,0,clear sky
292,Sioux Lookout,CA,1/5/2020 11:20,50.1,-91.92,23,92,90,9.17,0,0,overcast clouds
293,Kenora,CA,1/5/2020 11:20,49.76,-94.48,24.8,85,100,14.99,1.75,0,snow
294,Monkey Bay,MW,1/5/2020 11:20,-14.08,34.91,78.8,77,100,12.95,0,0.44,light rain
295,Vurgun,AZ,1/5/2020 11:20,41.09,45.47,42.91,49,62,2.73,0,0,broken clouds
296,Severo-Kurilsk,RU,1/5/2020 11:20,50.68,156.12,19.02,92,100,9.46,0.94,0,light snow
297,Matara,BI,1/5/2020 11:20,-3.48,29.48,84.2,66,75,2.24,0,0,broken clouds
298,Geraldton,CA,1/5/2020 11:20,49.72,-86.95,12.2,85,90,4.7,0,0,light snow
299,Izumo,JP,1/5/2020 11:20,35.37,132.75,42.8,93,20,6.93,0,0,few clouds
300,Bahia Blanca,AR,1/5/2020 11:20,-38.72,-62.27,68.43,76,35,11.68,0,0,scattered clouds
301,Patrocinio,PH,1/5/2020 11:20,13.72,123.64,72.45,91,84,8.9,0,1.13,light rain
302,Garowe,SO,1/5/2020 11:20,8.41,48.48,87.76,32,0,2.35,0,0,clear sky
303,Henties Bay,NA,1/5/2020 11:20,-22.12,14.28,68,80,67,3,0,0,broken clouds
304,Dhidhdhoo,MV,1/5/2020 11:20,6.88,73.1,82.22,76,14,13.94,0,0,few clouds
305,Hambantota,LK,1/5/2020 11:20,6.12,81.12,89.6,66,20,11.41,0,0,few clouds
306,Praia,BR,1/5/2020 11:20,-20.25,-43.81,69.8,100,90,4.7,0,0,light intensity drizzle
307,Grants,US,1/5/2020 11:20,35.15,-107.85,15.8,92,1,3.36,0,0,clear sky
308,Khasan,RU,1/5/2020 11:20,42.43,130.64,22.05,66,0,3.27,0,0,clear sky
309,Namibe,AO,1/5/2020 11:20,-15.19,12.15,78.8,83,75,5.82,0,0,broken clouds
310,Kahului,US,1/5/2020 11:20,20.89,-156.47,73.4,78,20,18.34,0,0,few clouds
311,Berlevag,NO,1/5/2020 11:20,70.86,29.09,29.14,70,100,23.91,0.5,0,light snow
312,Yumen,CN,1/5/2020 11:20,40.29,97.04,17.47,63,100,7.56,0,0,overcast clouds
313,Yeppoon,AU,1/5/2020 11:20,-23.13,150.74,78.8,69,69,6.93,0,0,broken clouds
314,Bose,IT,1/5/2020 11:20,45.46,8.01,55.99,49,0,5.82,0,0,clear sky
315,Belmonte,PT,1/5/2020 11:20,40.36,-7.35,64,88,0,4.29,0,0,clear sky
316,Pulaski,US,1/5/2020 11:20,37.05,-80.78,35.01,79,90,20.8,0,0,overcast clouds
317,Marystown,CA,1/5/2020 11:20,47.17,-55.16,32.02,89,100,10.8,0,0,overcast clouds
318,Tilichiki,RU,1/5/2020 11:20,60.47,166.1,-8.12,62,53,6.89,0,0,broken clouds
319,Acapulco,MX,1/5/2020 11:20,16.86,-99.88,73.4,94,5,3.53,0,0,clear sky
320,Chokurdakh,RU,1/5/2020 11:20,70.62,147.9,-19.35,94,0,9.44,0,0,clear sky
321,Lieksa,FI,1/5/2020 11:16,63.32,30.02,18.27,83,0,5.41,0,0,clear sky
322,Raudeberg,NO,1/5/2020 11:20,61.99,5.14,46.99,93,75,28.86,0,0,moderate rain
323,Keuruu,FI,1/5/2020 11:20,62.26,24.71,21.2,73,77,4.7,0,0,broken clouds
324,Portage,US,1/5/2020 11:20,41.58,-87.18,27,79,90,12.75,0,0,overcast clouds
325,Sao Joao Da Ponte,BR,1/5/2020 11:20,-15.93,-44.01,67.73,98,100,6.58,0,0.75,light rain
326,Cherskiy,RU,1/5/2020 11:20,68.75,161.3,-4.74,61,21,7.65,0,0,few clouds
327,Rovaniemi,FI,1/5/2020 11:20,66.5,25.72,8.6,84,64,5.82,0,0,broken clouds
328,Coihaique,CL,1/5/2020 11:20,-45.58,-72.07,50,76,75,5.82,0,0,broken clouds
329,Moscow,RU,1/5/2020 11:17,55.75,37.62,36,80,75,13.42,0,0,broken clouds
330,Kafr Sawm,JO,1/5/2020 11:20,32.68,35.8,50,93,90,10.29,0,0,fog
331,Kasongo-Lunda,CD,1/5/2020 11:20,-6.48,16.82,84.27,54,92,4.65,0,0.5,light rain
332,Lesnyye Polyany,RU,1/5/2020 11:20,55.97,37.87,36,80,75,11.18,0,0,broken clouds
333,Ust-Kan,RU,1/5/2020 11:20,50.93,84.77,8.17,82,0,4.14,0,0,clear sky
334,Taoudenni,ML,1/5/2020 11:20,22.68,-3.98,71.02,13,0,11.79,0,0,clear sky
335,Portobelo,PA,1/5/2020 11:20,9.55,-79.65,77,78,20,4.7,0,0,few clouds
336,Charters Towers,AU,1/5/2020 11:20,-20.07,146.27,74.35,77,16,17.11,0,0,few clouds
337,Almendralejo,ES,1/5/2020 11:20,38.68,-6.41,48.99,100,20,1.12,0,0,mist
338,Tezu,IN,1/5/2020 11:20,27.93,96.16,54.14,94,84,4.12,0,4.5,moderate rain
339,Barguzin,RU,1/5/2020 11:20,53.62,109.63,8.19,93,94,1.79,0,0,overcast clouds
340,Toora-Khem,RU,1/5/2020 11:20,52.47,96.11,-1.61,92,31,1.77,0,0,scattered clouds
341,Bocana De Paiwas,NI,1/5/2020 11:20,12.79,-85.12,65.35,97,3,3.58,0,0,clear sky
342,Micheweni,TZ,1/5/2020 11:20,-4.97,39.83,82.44,76,1,8.41,0,0,clear sky
343,Bontang,ID,1/5/2020 11:20,0.12,117.47,80.91,79,63,12.53,0,0,broken clouds
344,Ukiah,US,1/5/2020 11:20,39.15,-123.21,46.99,80,1,4.76,0,0,clear sky
345,Diffa,NE,1/5/2020 11:20,13.32,12.61,76.14,22,0,15.43,0,0,clear sky
346,Walvis Bay,NA,1/5/2020 11:20,-22.95,14.51,71.6,60,12,10.29,0,0,few clouds
347,Faranah,GN,1/5/2020 11:20,10.04,-10.74,83.19,10,0,6.38,0,0,clear sky
348,Atambua,ID,1/5/2020 11:20,-9.11,124.89,76.12,88,71,1.74,0,1.94,light rain
349,Codrington,AU,1/5/2020 11:20,-28.95,153.24,75.2,83,0,8.05,0,0,clear sky
350,Nouakchott,MR,1/5/2020 11:20,18.08,-15.98,66.2,20,1,16.11,0,0,clear sky
351,Port Blair,IN,1/5/2020 11:20,11.67,92.75,81.88,75,13,11.27,0,0,few clouds
352,Salihli,TR,1/5/2020 11:20,38.48,28.15,48.45,41,100,5.82,0,0,overcast clouds
353,Blind River,CA,1/5/2020 11:20,46.19,-82.96,30.2,85,90,4.7,0,0,light snow
354,Fukue,JP,1/5/2020 11:20,35.03,136.69,45,45,20,23.04,0,0,few clouds
355,Del Rio,US,1/5/2020 11:17,29.36,-100.9,44.6,45,1,8.05,0,0,clear sky
356,Nemuro,JP,1/5/2020 11:20,43.32,145.57,26.19,63,24,20.74,0.13,0,light snow
357,Lipari,IT,1/5/2020 11:20,38.47,14.95,60.01,62,20,8.05,0,0,few clouds
358,Lasa,CY,1/5/2020 11:20,34.92,32.53,62.6,59,75,11.41,0,0,broken clouds
359,La Peca,PE,1/5/2020 11:20,-5.61,-78.44,67.15,88,36,1.34,0,0,scattered clouds
360,Lagunas,PE,1/5/2020 11:20,-5.23,-75.68,73.9,83,49,2.59,0,0,scattered clouds
361,Boundiali,CI,1/5/2020 11:20,9.53,-6.48,86.5,9,0,5.73,0,0,clear sky
362,Dingle,PH,1/5/2020 11:20,11,122.67,73.65,92,8,11.18,0,0.5,light rain
363,Wattegama,LK,1/5/2020 11:20,7.35,80.68,81.23,62,0,4.72,0,0,clear sky
364,Quatre Cocos,MU,1/5/2020 11:20,-20.21,57.76,80.6,83,75,8.05,0,0,broken clouds
365,Waipawa,NZ,1/5/2020 11:20,-39.94,176.59,61,82,59,8.01,0,0,broken clouds
366,Tingi,TZ,1/5/2020 11:20,-11.3,35.03,76.15,80,100,2.06,0,0.88,light rain
367,Plettenberg Bay,ZA,1/5/2020 11:20,-34.05,23.37,70.39,69,62,8.12,0,0,broken clouds
368,Tefe,BR,1/5/2020 11:20,-3.35,-64.71,78.8,94,97,4.7,0,0,overcast clouds
369,Portland,US,1/5/2020 11:18,43.66,-70.25,34,86,100,9.17,0,0,light rain
370,Lampazos De Naranjo,MX,1/5/2020 11:20,27.02,-100.51,52.65,50,0,7,0,0,clear sky
371,Santa Cruz De Tenerife,ES,1/5/2020 11:17,28.47,-16.25,70,72,40,2.24,0,0,scattered clouds
372,Neiafu,TO,1/5/2020 11:20,-18.65,-173.98,79.41,80,0,15.73,0,0,clear sky
373,Kalaikunda,IN,1/5/2020 11:20,22.35,87.25,70.32,50,40,5.1,0,0,scattered clouds
374,Rotnes,NO,1/5/2020 11:20,60.05,10.88,33.01,92,75,8.05,0,0,light shower snow
375,Tiznit,MA,1/5/2020 11:20,29.7,-9.73,59.86,26,0,4.05,0,0,clear sky
376,Dovers,VC,1/5/2020 11:20,12.88,-61.18,75.2,94,75,2.24,0,0,light intensity shower rain
377,Umm Lajj,SA,1/5/2020 11:20,25.02,37.27,67.93,22,11,12.35,0,0,few clouds
378,Klaksvik,FO,1/5/2020 11:20,62.23,-6.59,46.4,87,50,6.93,0,0,scattered clouds
379,Zagora,BA,1/5/2020 11:20,42.81,18.2,48.2,36,20,29.97,0,0,few clouds
380,Houston,US,1/5/2020 11:19,29.76,-95.37,50,87,1,3.36,0,0,fog
381,Melfort,CA,1/5/2020 11:20,52.87,-104.61,23,73,1,19.46,0,0,clear sky
382,Hobyo,SO,1/5/2020 11:20,5.35,48.53,84.47,65,84,16.15,0,0,broken clouds
383,Port-Gentil,GA,1/5/2020 11:20,-0.72,8.78,87.8,74,40,5.82,0,0,scattered clouds
384,Vardo,US,1/5/2020 11:20,39.62,-77.74,37,55,90,29.97,0,0,overcast clouds
385,Tambacounda,SN,1/5/2020 11:20,13.77,-13.67,75.2,11,6,16.11,0,0,clear sky
386,Avera,US,1/5/2020 11:20,33.19,-82.53,37.99,74,1,8.05,0,0,clear sky
387,Varhaug,NO,1/5/2020 11:21,58.61,5.65,46.4,93,90,14.99,0,0,light intensity drizzle rain
388,Islamkot,PK,1/5/2020 11:21,24.7,70.18,73.69,35,0,7.05,0,0,clear sky
389,San Ramon De La Nueva Oran,AR,1/5/2020 11:21,-23.13,-64.33,78.01,77,86,1.16,0,0,overcast clouds
390,Chirongui,YT,1/5/2020 11:21,-12.93,45.15,87.8,70,20,12.75,0,0,few clouds
391,Sussex,CA,1/5/2020 11:21,45.72,-65.51,30.99,100,90,9.17,0,0,light snow
392,Akcakoca,TR,1/5/2020 11:21,41.09,31.12,44.44,56,100,2.37,0,0,overcast clouds
393,Mangalia,RO,1/5/2020 11:21,43.8,28.58,36,93,90,18.34,0,0,overcast clouds
394,Ranaghat,IN,1/5/2020 11:21,23.17,88.56,64.4,93,75,3.36,0,0,haze
395,Shingu,JP,1/5/2020 11:21,33.72,135.99,44.6,48,40,13.87,0,0,scattered clouds
396,Maltahohe,NA,1/5/2020 11:21,-24.83,16.98,92.3,13,20,6.67,0,0,few clouds
397,Medea,DZ,1/5/2020 11:21,36.27,2.77,57.2,62,20,3.36,0,0,few clouds
398,Luau,CD,1/5/2020 11:21,-10.7,22.23,78.62,65,100,4.7,0,0,overcast clouds
399,Pitsunda,GE,1/5/2020 11:21,43.16,40.34,50,66,90,4.47,0,0,overcast clouds
400,Antalaha,MG,1/5/2020 11:21,-14.9,50.28,83.12,76,95,17.92,0,6.5,moderate rain
401,Kolondieba,ML,1/5/2020 11:21,11.09,-6.89,83.12,9,0,6.6,0,0,clear sky
402,Jhawarian,PK,1/5/2020 11:21,32.36,72.63,55.83,51,100,5.03,0,0,overcast clouds
403,Ayr,AU,1/5/2020 11:21,-19.58,147.4,79,79,4,3,0,0,clear sky
404,Itarema,BR,1/5/2020 11:21,-2.92,-39.92,84.58,62,100,8.1,0,0,overcast clouds
405,Ouesso,CG,1/5/2020 11:21,1.61,16.05,100.87,13,99,0.72,0,0,overcast clouds
406,Evensk,RU,1/5/2020 11:21,61.92,159.24,1.54,43,35,4.23,0,0,scattered clouds
407,Zheshart,RU,1/5/2020 11:21,62.09,49.59,20.71,97,87,4.74,0,0,overcast clouds
408,Marsh Harbour,BS,1/5/2020 11:21,26.54,-77.06,69.39,70,81,28.19,0,0,broken clouds
409,Mahon,IE,1/5/2020 11:21,51.89,-8.4,50,93,75,13.87,0,0,light rain
410,Husavik,CA,1/5/2020 11:21,50.56,-96.99,26.01,90,100,10,0.81,0,light snow
411,Orlik,PL,1/5/2020 11:21,53.95,17.74,42.01,74,20,11.41,0,0,few clouds
412,Igbo Ora,NG,1/5/2020 11:21,7.43,3.28,95.97,13,72,4.74,0,0,broken clouds
413,Cedar City,US,1/5/2020 11:21,37.68,-113.06,28.4,68,1,6.93,0,0,clear sky
414,Erdenet,MN,1/5/2020 11:21,49.03,104.04,1.22,83,0,4.81,0,0,clear sky
415,La Orilla,MX,1/5/2020 11:21,18,-102.23,68.74,58,0,6.73,0,0,clear sky
416,Hasaki,JP,1/5/2020 11:21,35.73,140.83,39.2,51,20,5.82,0,0,few clouds
417,Sibolga,ID,1/5/2020 11:21,1.74,98.78,74.59,95,21,1.25,0,2.31,light rain
418,Comodoro Rivadavia,AR,1/5/2020 11:21,-45.87,-67.48,62.6,42,100,13.87,0,0,overcast clouds
419,Vao,EE,1/5/2020 11:21,59.1,26.19,29.19,73,97,6.46,0,0,overcast clouds
420,Grindavik,IS,1/5/2020 11:21,63.84,-22.43,37.4,64,75,31.09,0,0,shower rain
421,Cuamba,MZ,1/5/2020 11:21,-14.8,36.54,73.15,88,100,1.54,0,0.5,light rain
422,Beauceville,CA,1/5/2020 11:21,46.21,-70.77,26.01,92,100,6.53,0.5,0,light snow
423,Luganville,VU,1/5/2020 11:21,-15.51,167.18,73.94,96,41,3.27,0,0.5,light rain
424,Samarkand,UZ,1/5/2020 11:21,39.65,66.98,46.4,45,100,9.17,0,0,overcast clouds
425,Hornepayne,CA,1/5/2020 11:21,49.22,-84.78,4.06,95,93,4.18,0,0,overcast clouds
426,Herrin,US,1/5/2020 11:21,37.8,-89.03,28.4,92,1,4.7,0,0,clear sky
427,Ormara,PK,1/5/2020 11:21,25.21,64.64,73.09,73,99,5.32,0,0.25,light rain
428,Pangnirtung,CA,1/5/2020 11:21,66.15,-65.72,-41.87,97,100,8.46,0,0,overcast clouds
429,Abha,SA,1/5/2020 11:21,18.22,42.5,68,59,40,14.99,0,0,scattered clouds
430,Pacific Grove,US,1/5/2020 11:21,36.62,-121.92,52,87,75,4.7,0,0,broken clouds
431,Lorengau,PG,1/5/2020 11:21,-2.02,147.27,83.7,76,85,12.55,0,2.25,light rain
432,Lappeenranta,FI,1/5/2020 11:21,61.06,28.19,25,58,41,9.17,0,0,scattered clouds
433,Marsa Matruh,EG,1/5/2020 11:21,31.35,27.25,60.8,70,45,21.27,0,0.19,light rain
434,Bandarbeyla,SO,1/5/2020 11:21,9.49,50.81,78.44,77,0,11.41,0,0,clear sky
435,Tabas,IR,1/5/2020 11:21,33.6,56.92,60.8,48,2,2.24,0,0,clear sky
436,Nicoya,CR,1/5/2020 11:21,10.15,-85.45,72,9,4,6.89,0,0,clear sky
437,Hyeres,FR,1/5/2020 11:21,43.12,6.14,64,54,0,11.18,0,0,clear sky
438,Port Hardy,CA,1/5/2020 11:21,50.7,-127.42,41,86,90,18.34,0,0,light intensity shower rain
439,Porto Walter,BR,1/5/2020 11:21,-8.27,-72.74,75.76,82,81,2.33,0,0,broken clouds
440,La Libertad,PE,1/5/2020 11:21,-16.38,-71.56,51.8,87,75,5.82,0,0,broken clouds
441,Soubre,CI,1/5/2020 11:21,5.79,-6.61,92.82,11,0,3.69,0,0,clear sky
442,Churapcha,RU,1/5/2020 11:21,62,132.43,-8.99,98,99,5.5,0.13,0,light snow
443,Rawson,AR,1/5/2020 11:18,-43.3,-65.11,61.61,77,100,0.56,0,0,overcast clouds
444,Akrata,GR,1/5/2020 11:21,38.15,22.32,55.99,40,99,3,0,5.75,moderate rain
445,Biak,ID,1/5/2020 11:21,-0.91,122.88,80.64,78,100,10.25,0,0,overcast clouds
446,Maroantsetra,MG,1/5/2020 11:21,-15.43,49.74,76.82,91,75,3.42,0,5.06,moderate rain
447,Mopti,ML,1/5/2020 11:21,14.49,-4.19,80.1,10,16,13.65,0,0,few clouds
448,Palakkad,IN,1/5/2020 11:21,10.77,76.65,89.6,43,40,6.93,0,0,scattered clouds
449,Burglengenfeld,DE,1/5/2020 11:21,49.21,12.04,39.99,74,90,3.36,0,0,overcast clouds
450,Maloh,PH,1/5/2020 11:21,9.06,122.99,80.62,77,0,14.94,0,0,clear sky
451,Kiunga,PG,1/5/2020 11:21,-6.12,141.3,75.7,98,97,1.61,0,10.19,moderate rain
452,Sao Joao Da Barra,BR,1/5/2020 11:21,-21.64,-41.05,82.4,78,75,9.17,0,0,broken clouds
453,Krk,HR,1/5/2020 11:21,45.03,14.57,48,45,20,14.99,0,0,few clouds
454,Beloha,MG,1/5/2020 11:21,-25.17,45.06,92.79,40,0,20.07,0,0,clear sky
455,Kabinda,CD,1/5/2020 11:21,-6.14,24.49,78.73,76,100,3.33,0,6.13,moderate rain
456,Mazatlan,MX,1/5/2020 11:19,23.22,-106.42,60.01,100,20,4.7,0,0,few clouds
457,San Jose,HN,1/5/2020 11:21,14.25,-87.96,60.22,85,29,8.25,0,0,scattered clouds
458,Kang,BW,1/5/2020 11:21,-23.67,22.79,91.89,26,52,4.7,0,0,broken clouds
459,The Valley,AI,1/5/2020 11:20,18.22,-63.06,78.01,69,40,9.17,0,0,scattered clouds
460,Saint-Joseph,FR,1/5/2020 11:21,43.56,6.97,60.01,62,0,10.85,0,0,clear sky
461,Marzuq,YE,1/5/2020 11:21,14.4,46.47,85.98,22,0,12.08,0,0,clear sky
462,Victor Harbor,AU,1/5/2020 11:21,-35.55,138.62,63,51,100,8.05,0,0,overcast clouds
463,Moyale,ET,1/5/2020 11:21,3.52,39.05,84.33,39,48,4.9,0,0,scattered clouds
464,Sola,TZ,1/5/2020 11:21,-3.17,33.8,82.4,42,31,8.37,0,0,scattered clouds
465,Sayyan,YE,1/5/2020 11:21,15.17,44.32,73.08,27,0,14.18,0,0,clear sky
466,Harper,US,1/5/2020 11:21,30.3,-99.24,48,45,1,9.17,0,0,clear sky
467,Big Rapids,US,1/5/2020 11:19,43.7,-85.48,30.99,85,40,6.89,0,0,scattered clouds
468,Nelson Bay,AU,1/5/2020 11:21,-32.72,152.14,71.01,77,90,17.22,0,0,overcast clouds
469,Bressanone,IT,1/5/2020 11:21,46.72,11.66,53.6,22,0,3.36,0,0,clear sky
470,Alice Springs,AU,1/5/2020 11:21,-23.7,133.88,75.2,50,88,16.11,0,0,overcast clouds
471,Namatanai,PG,1/5/2020 11:21,-3.66,152.44,84.65,73,100,10.07,0,2,light rain
472,Kirakira,SB,1/5/2020 11:21,-10.46,161.92,78.55,89,91,8.7,0,0.44,light rain
473,Tottori,JP,1/5/2020 11:21,35.5,134.23,48.2,57,40,13.87,0,0,scattered clouds
474,Huron,US,1/5/2020 11:21,44.36,-98.21,41,64,1,33.33,0,0,clear sky
475,Los Zacatones,MX,1/5/2020 11:21,22.95,-102.05,32,53,5,5.21,0,0,clear sky
476,Ust-Nera,RU,1/5/2020 11:21,64.57,143.24,-21.06,100,5,0.69,0,0,clear sky
477,Talcahuano,CL,1/5/2020 11:21,-36.72,-73.12,55.4,71,1,8.05,0,0,clear sky
478,Contamana,PE,1/5/2020 11:21,-7.35,-75.01,77.74,75,34,3.85,0,0,scattered clouds
479,Payo,ID,1/5/2020 11:21,-3.75,103.64,71.04,96,54,0.92,0,2.31,light rain
480,Montepuez,MZ,1/5/2020 11:21,-13.13,39,83.86,74,51,5.99,0,1.38,light rain
481,Petropavlovsk-Kamchatskiy,RU,1/5/2020 11:21,53.05,158.65,32,75,20,8.95,0,0,few clouds
482,Arden,DK,1/5/2020 11:21,56.77,9.86,43,100,75,9.17,0,0,light intensity drizzle
483,Kauhajoki,FI,1/5/2020 11:21,62.43,22.18,25,68,83,4.7,0,0,broken clouds
484,Vanimo,PG,1/5/2020 11:21,-2.67,141.3,83.93,80,100,17.31,0,0,overcast clouds
485,Lomovka,RU,1/5/2020 11:21,53.92,58.37,26.6,73,40,8.95,0,0,scattered clouds
486,Krutinka,RU,1/5/2020 11:21,56.01,71.51,11.73,94,97,10.47,0,0,overcast clouds
487,Maningrida,AU,1/5/2020 11:21,-12.05,134.23,82.83,74,100,5.08,0,0,overcast clouds
488,Pokosnoye,RU,1/5/2020 11:21,55.53,101.05,11.14,96,34,6.35,0,0,scattered clouds
489,Liverpool,GB,1/5/2020 11:19,53.41,-2.98,51.01,93,75,4.7,0,0,broken clouds
490,Liberal,US,1/5/2020 11:21,37.04,-100.92,44.01,64,1,13.87,0,0,clear sky
491,Ossora,RU,1/5/2020 11:21,59.24,163.07,11.01,94,56,3.56,0,0,broken clouds
492,Yunyang,CN,1/5/2020 11:21,32.84,110.81,42.01,69,100,5.01,0,1,light rain
493,Aasiaat,GL,1/5/2020 11:21,68.71,-52.87,10,91,100,13.51,0.13,0,light snow
494,Manali,IN,1/5/2020 11:21,32.25,77.19,30.56,54,97,1.95,0,0,overcast clouds
495,Kenai,US,1/5/2020 11:21,60.55,-151.26,-4,75,1,4.7,0,0,clear sky
496,Betare Oya,CM,1/5/2020 11:21,5.6,14.08,100.85,14,13,3.78,0,0,few clouds
497,Vila Velha,BR,1/5/2020 11:21,-3.71,-38.6,86,70,40,6.93,0,0,scattered clouds
498,Houma,CN,1/5/2020 11:21,35.63,111.36,34.77,98,100,4.63,0,1.81,light rain
499,Galesong,ID,1/5/2020 11:21,-5.32,119.37,75.2,100,20,3.36,0,0,few clouds
500,Bagh,PK,1/5/2020 11:21,33.98,73.78,30.52,58,100,3.09,0,0,overcast clouds
501,Svarstad,NO,1/5/2020 11:21,59.4,9.97,33.8,100,75,12.75,0,0,broken clouds
502,Kloulklubed,PW,1/5/2020 11:21,7.04,134.26,81.59,83,100,21.52,0,2.44,light rain
503,Nakatsugawa,JP,1/5/2020 11:21,35.49,137.5,41,59,0,3.38,0,0,clear sky
504,Marica,BR,1/5/2020 11:21,-22.92,-42.82,80.6,88,20,10.29,0,0,mist
505,Fort Nelson,CA,1/5/2020 11:21,58.81,-122.69,-20.2,75,75,3.36,0,0,broken clouds
506,Hollola,FI,1/5/2020 11:21,60.99,25.5,30,79,47,5.01,0,0,scattered clouds
507,San Policarpo,PH,1/5/2020 11:21,12.18,125.51,79.86,84,24,22.88,0,3.38,moderate rain
508,Puerto Narino,CO,1/5/2020 11:21,-3.77,-70.38,75.2,100,40,6.93,0,0,scattered clouds
509,Maragogi,BR,1/5/2020 11:19,-9.01,-35.22,80.04,73,96,8.93,0,0,overcast clouds
510,Danville,US,1/5/2020 11:21,37.82,-122,50,87,1,3.36,0,0,clear sky
511,Caala,AO,1/5/2020 11:21,-12.85,15.56,71.6,78,75,3.89,0,0,broken clouds
512,Tselinnoye,UA,1/5/2020 11:21,45.9,34.18,41.67,75,100,4.76,0,0,overcast clouds
513,Qaqortoq,GL,1/5/2020 11:21,60.72,-46.03,24.8,68,62,5.82,0,0,broken clouds
514,Erbaa,TR,1/5/2020 11:21,40.67,36.56,55.4,35,26,2.24,0,0,scattered clouds
515,Ambon,FR,1/5/2020 11:21,47.55,-2.56,46,87,90,2.24,0,0,mist
516,Mogadouro,PT,1/5/2020 11:21,41.34,-6.71,46.56,60,0,5.44,0,0,clear sky
517,Pundaguitan,PH,1/5/2020 11:21,6.37,126.17,81.3,74,0,3.87,0,0,clear sky
518,Ojinaga,US,1/5/2020 11:21,29.56,-104.41,37.4,64,1,4.7,0,0,clear sky
519,Nioro,GM,1/5/2020 11:21,13.79,-15.05,83.28,7,0,14.76,0,0,clear sky
520,Halifax,CA,1/5/2020 11:21,44.65,-63.58,35.01,95,90,12.75,0,0,light snow
521,Yanam,IN,1/5/2020 11:21,16.73,82.22,80.6,74,40,11.41,0,0,scattered clouds
522,Maumere,ID,1/5/2020 11:21,-8.63,122.22,78.53,87,100,13.13,0,1,light rain
523,Ampanihy,MG,1/5/2020 11:21,-24.69,44.75,97.7,21,0,4.85,0,0,clear sky
524,Leeuwarden,NL,1/5/2020 11:21,53.2,5.79,46.4,100,90,10.29,0,0,mist
525,Ranong,TH,1/5/2020 11:21,9.96,98.62,87.8,55,20,9.17,0,0,few clouds
526,Mehran,IR,1/5/2020 11:21,33.12,46.17,46.4,49,75,4.7,0,0,broken clouds
527,Egvekinot,RU,1/5/2020 11:21,66.32,-179.17,-13.11,74,0,12.33,0,0,clear sky
